"nav-link href","gallery-information","badge","nav-link","listing-location","price","bed","bath","listing-floorarea","listing-floorarea 2","listing-features","listing-property-type 2","listing-property-type 3","listing-recency","name","hidden-sm href","hidden-sm href 2","listing-agent-phone-number","featured-action href","lazy src","badge-label"
"https://www.ddproperty.com/property/ideo-morph-38-%E0%B9%84%E0%B8%AD%E0%B8%94%E0%B8%B5%E0%B9%82%E0%B8%AD-%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%9F-38-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600553","12","LiveTour","IDEO Morph 38 : ไอดีโอ มอร์ฟ 38, กรุงเทพ","88 ซอยสุขุมวิท 38 ถนนสุขุมวิท แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร, พระโขนง, คลองเตย, กรุงเทพ","6,900,000","1","1","33 ตร.ม.","฿209,091 / ตารางเมตร","5 นาที (370 ม.) ถึง E6 BTS ทองหล่อ","ขายขาด","ปีที่สร้างเสร็จ: 2012","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/ideo-morph-38-%E0%B9%84%E0%B8%AD%E0%B8%94%E0%B8%B5%E0%B9%82%E0%B8%AD-%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%9F-38-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600553#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","",""
"https://www.ddproperty.com/property/ideo-o2-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600559","20","LiveTour","IDEO O2 บางนา, กรุงเทพ","195 ถนนสรรพาวุธ, บางนา, บางนา, กรุงเทพ","3,000,000","1","1","32 ตร.ม.","฿93,750 / ตารางเมตร","8 นาที (570 ม.) ถึง E13 BTS บางนา","ขายขาด","ปีที่สร้างเสร็จ: 2017","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/ideo-o2-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600559#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","",""
"https://www.ddproperty.com/property/the-line-sukhumvit-101-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%84%E0%B8%A5%E0%B8%99%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-101-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600563","10","LiveTour","The Line Sukhumvit 101 : เดอะ ไลน์ สุขุมวิท 101, กรุงเทพ","3009 สุขุมวิท 101, บางจาก, พระโขนง, กรุงเทพ","5,100,000","1","1","33 ตร.ม.","฿154,545 / ตารางเมตร","5 นาที (360 ม.) ถึง E11 BTS ปุณณวิถี","ขายขาด","ปีที่สร้างเสร็จ: 2020","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/the-line-sukhumvit-101-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%84%E0%B8%A5%E0%B8%99%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-101-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600563#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","",""
"https://www.ddproperty.com/property/klang-krung-resort-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-7-%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-7-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600566","12","LiveTour","Klang krung Resort รัชดา 7(กลางกรุง รีสอร์ท รัชดา 7), กรุงเทพ","7 ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง กรุงเทพมหานคร, ดินแดง, ดินแดง, กรุงเทพ","3,600,000","1","1","59 ตร.ม.","฿61,017 / ตารางเมตร","8 นาที (580 ม.) ถึง BL18 MRT ห้วยขวาง","ขายขาด","","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/klang-krung-resort-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-7-%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-7-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600566#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"https://www.ddproperty.com/property/the-clover-%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%82%E0%B8%84%E0%B8%A5%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD-%E0%B9%80%E0%B8%A3%E0%B8%AA%E0%B8%8B%E0%B8%B4%E0%B9%80%E0%B8%94%E0%B8%99%E0%B8%8B%E0%B9%8C-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600569","17","LiveTour","The Clover ทองหล่อ (เดอะ โคลเวอร์ ทองหล่อ เรสซิเดนซ์), กรุงเทพ","- ซอยสุขุมวิท 55 ถนนสุขุมวิท, คลองตันเหนือ, วัฒนา, กรุงเทพ","7,000,000","2","2","76 ตร.ม.","฿92,105 / ตารางเมตร","","ขายขาด","ปีที่สร้างเสร็จ: 2008","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/the-clover-%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%82%E0%B8%84%E0%B8%A5%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD-%E0%B9%80%E0%B8%A3%E0%B8%AA%E0%B8%8B%E0%B8%B4%E0%B9%80%E0%B8%94%E0%B8%99%E0%B8%8B%E0%B9%8C-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600569#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"https://www.ddproperty.com/property/the-line-sukhumvit-101-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%84%E0%B8%A5%E0%B8%99%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-101-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600571","18","LiveTour","The Line Sukhumvit 101 : เดอะ ไลน์ สุขุมวิท 101, กรุงเทพ","3009 สุขุมวิท 101, บางจาก, พระโขนง, กรุงเทพ","4,600,000","1","1","32 ตร.ม.","฿143,750 / ตารางเมตร","5 นาที (360 ม.) ถึง E11 BTS ปุณณวิถี","ขายขาด","ปีที่สร้างเสร็จ: 2020","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/the-line-sukhumvit-101-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%84%E0%B8%A5%E0%B8%99%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-101-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600571#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"https://www.ddproperty.com/property/the-line-asoke-ratchada-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%84%E0%B8%A5%E0%B8%99%E0%B9%8C-%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600575","9","LiveTour","The Line Asoke-Ratchada : เดอะ ไลน์ อโศก - รัชดา, กรุงเทพ","ถนนดินแดง, ดินแดง, ดินแดง, กรุงเทพ","5,950,000","1","1","35 ตร.ม.","฿170,000 / ตารางเมตร","4 นาที (290 ม.) ถึง BL20 MRT พระราม 9","ขายขาด","ปีที่สร้างเสร็จ: 2019","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/the-line-asoke-ratchada-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%84%E0%B8%A5%E0%B8%99%E0%B9%8C-%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600575#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"https://www.ddproperty.com/property/siamese-exclusive-queens-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600581","30","LiveTour","Siamese Exclusive Queens, กรุงเทพ","ซอยไผ่สิงโต ถนนพระราม 4 แขวงคลองเตย เขตคลองเตย กทม., คลองเตย, คลองเตย, กรุงเทพ","12,100,000","1","1","35 ตร.ม.","฿345,714 / ตารางเมตร","3 นาที (230 ม.) ถึง BL23 MRT ศูนย์การประชุมแห่งชาติสิริกิติ์","ขายขาด","ปีที่สร้างเสร็จ: 2019","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/siamese-exclusive-queens-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600581#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"https://www.ddproperty.com/property/noble-ploenchit-%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%9A%E0%B8%B4%E0%B8%A5-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600583","11","LiveTour","Noble Ploenchit : โนเบิล เพลินจิต, กรุงเทพ","1035 ถนนเพลินจิต, ลุมพินี, ปทุมวัน, กรุงเทพ","11,990,000","1","1","46 ตร.ม.","฿260,652 / ตารางเมตร","1 นาที (100 ม.) ถึง E2 BTS เพลินจิต","ขายขาด","ปีที่สร้างเสร็จ: 2017","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/noble-ploenchit-%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%9A%E0%B8%B4%E0%B8%A5-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%95-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600583#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"https://www.ddproperty.com/property/the-base-sukhumvit-50-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600584","23","LiveTour","The Base Sukhumvit 50, กรุงเทพ","ซอยเริ่มเจริญ แยก 1 ถนนสุขุมวิท 50, พระโขนง, คลองเตย, กรุงเทพ","7,500,000","2","2","56 ตร.ม.","฿133,929 / ตารางเมตร","13 นาที (940 ม.) ถึง E9 BTS อ่อนนุช","ขายขาด","ปีที่สร้างเสร็จ: 2019","21 ชั่วโมง","Sararat Pongchoo","https://www.ddproperty.com/property/the-base-sukhumvit-50-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10600584#contact-agent","tel:+66821494340","+66 82 149 4340","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/151?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
